MSSubClass,LotFrontage,LotArea,LotShape,LandContour,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,Alley_Grvl,MiscFeature_Shed,GarageType_Attchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Electrical_FuseA,Electrical_FuseF,Electrical_SBrkr,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_SFoyer,RoofStyle_Gable,RoofStyle_Hip,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Normal,SaleCondition_Partial
70,69.0,11435,3,2,2,8,7,1929,1950,7,0.0,3,4,3,1,1,0,792,792,2,1,792,725,1517,0,1,0,3,1,4,7,2,4,1931.0,1,2,400,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
80,78.0,12090,4,4,3,6,7,1984,2003,7,74.0,3,4,3,1,1,0,585,585,5,1,1140,728,1868,0,3,1,3,1,3,7,1,3,1984.0,3,2,477,3,3,2,268,112,0,147,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
60,65.0,8125,4,4,3,7,5,2005,2006,7,0.0,4,4,3,1,1,0,756,756,5,1,756,797,1553,0,2,1,3,1,4,6,0,0,2005.0,2,2,615,3,3,2,0,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
80,69.0,12328,3,4,3,6,5,1976,1976,7,335.0,3,3,3,3,6,539,473,1012,3,1,1034,0,1034,1,1,0,3,1,3,6,0,0,1976.0,1,3,888,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
75,60.0,9600,4,4,3,6,5,1917,1950,7,0.0,3,4,3,1,3,319,416,735,2,0,1134,924,2058,0,1,1,3,1,3,8,1,4,1950.0,1,2,396,2,2,1,0,0,259,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,60.0,7200,4,4,3,5,7,1950,1950,7,0.0,3,3,3,1,4,534,246,876,3,1,988,0,988,0,1,0,3,1,3,6,0,0,1950.0,1,1,276,3,3,2,0,80,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,93.0,11160,4,4,3,7,5,1968,1968,7,0.0,4,3,3,1,5,1065,1045,2110,5,1,2110,0,2110,1,2,1,3,1,5,8,2,3,1968.0,3,2,522,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
120,69.0,3136,3,4,3,7,5,2003,2003,7,163.0,4,4,3,1,1,0,1405,1405,5,1,1405,0,1405,0,2,0,2,1,4,6,1,4,2003.0,2,2,478,3,3,2,148,36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,62.0,9858,4,4,3,5,6,1968,1968,7,0.0,3,3,3,1,4,510,354,864,3,1,874,0,874,1,1,0,3,1,3,5,0,0,1968.0,2,1,288,3,3,2,33,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
60,69.0,17542,3,4,3,7,7,1974,2003,7,0.0,4,3,3,4,2,125,36,1192,3,1,1516,651,2167,1,2,1,3,1,4,9,2,4,1974.0,2,2,518,3,3,2,220,47,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,60.0,6931,4,4,3,7,5,2003,2004,7,92.0,4,4,3,1,1,0,746,746,5,1,760,896,1656,0,2,1,3,1,4,7,1,4,2003.0,3,2,397,3,3,2,178,128,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
50,52.0,6240,4,4,3,6,6,1931,1950,7,0.0,3,3,2,1,2,425,459,884,3,1,959,408,1367,0,1,0,3,1,3,6,1,4,1978.0,1,1,560,3,3,2,0,0,0,120,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20,91.0,14303,3,4,3,8,5,1994,1994,7,554.0,4,4,3,4,6,1314,672,1986,5,1,1987,0,1987,1,2,0,2,1,4,7,1,3,1994.0,3,2,691,3,3,2,262,36,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30,56.0,4060,4,4,3,5,8,1922,1950,7,0.0,3,2,3,1,1,0,864,864,5,1,864,0,864,0,1,0,2,1,3,4,0,0,1978.5061638868744,0,0,0,0,0,2,0,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
80,59.0,9587,3,4,3,7,5,2005,2005,7,182.0,4,4,3,4,6,655,201,856,5,1,1166,0,1166,1,2,0,2,1,4,5,0,0,2005.0,3,2,400,3,3,2,212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,65.0,9750,4,4,3,6,8,1969,1969,7,0.0,3,4,3,1,5,602,14,1054,4,1,1054,0,1054,1,1,1,3,1,3,6,0,0,1969.0,1,2,460,3,3,2,180,0,0,80,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
60,69.0,24682,1,4,3,6,5,1999,1999,7,0.0,3,4,3,1,1,0,841,841,5,1,892,783,1675,0,2,1,3,1,3,7,1,3,1999.0,3,2,502,3,3,2,0,103,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,80.0,9600,4,4,3,5,6,1956,1956,7,0.0,3,3,3,1,3,504,546,1050,4,1,1050,0,1050,0,1,0,2,1,3,5,0,0,1956.0,1,1,338,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50,69.0,11250,4,4,3,4,5,1957,1989,7,0.0,3,3,3,3,1,0,1104,1104,5,1,1104,684,1788,1,1,0,5,1,3,8,2,3,1957.0,1,1,304,3,3,2,120,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
70,60.0,13515,4,4,3,6,6,1919,1950,7,0.0,3,3,3,1,1,0,764,764,5,1,1060,764,1824,0,1,0,3,1,3,8,1,4,1940.0,1,2,520,3,3,0,0,0,126,0,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
120,34.0,4060,4,4,3,6,5,1998,1999,7,0.0,4,4,3,1,6,266,1139,1405,5,1,1337,0,1337,1,2,0,2,1,4,5,0,0,1998.0,3,2,511,3,3,2,144,68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
160,35.0,3735,4,4,3,7,5,1999,1999,7,218.0,4,4,3,1,6,450,241,691,5,1,713,739,1452,1,2,1,3,1,4,6,0,0,1999.0,1,2,506,3,3,2,0,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
190,60.0,10120,3,3,3,7,4,1910,1950,7,0.0,2,3,3,1,1,0,925,925,3,0,964,925,1889,0,1,1,4,2,3,9,1,4,1960.0,1,1,308,3,3,0,0,0,264,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
20,89.0,13214,3,2,3,9,5,2008,2009,7,0.0,5,5,3,4,1,0,2002,2002,5,1,2018,0,2018,0,2,0,3,1,5,10,1,4,2009.0,3,3,746,3,3,2,144,76,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50,69.0,14100,3,4,2,8,9,1935,1997,7,632.0,3,3,3,2,3,192,536,728,5,1,1968,1479,3447,0,3,1,4,1,4,11,2,4,1982.0,1,3,1014,3,3,2,314,12,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,78.0,11344,4,4,3,5,5,1958,1958,7,180.0,3,3,3,1,4,460,414,874,3,1,874,650,1524,0,1,1,3,1,3,7,0,0,1958.0,1,1,315,3,3,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
40,69.0,23595,4,1,1,7,6,1979,1979,2,0.0,4,4,3,4,6,1258,74,1332,3,1,1332,192,1524,2,0,1,0,1,4,4,1,3,1979.0,3,2,586,3,3,2,268,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20,69.0,9156,3,4,3,6,7,1968,1968,7,0.0,3,3,3,1,1,0,1489,1489,4,1,1489,0,1489,0,2,0,3,1,4,7,1,4,1968.0,2,2,462,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,69.0,13526,3,4,3,5,6,1965,1965,7,114.0,3,3,3,1,4,560,0,935,3,1,935,0,935,1,1,0,3,1,3,5,0,0,1965.0,1,1,288,3,3,2,180,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
80,124.0,11512,3,4,3,6,7,1959,2006,7,84.0,3,3,3,3,5,719,300,1019,4,1,1357,0,1357,1,1,0,2,1,5,5,1,4,1959.0,2,1,312,3,3,2,0,0,0,163,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,53.0,5362,4,4,3,5,6,1910,2003,7,0.0,3,3,3,1,1,0,661,661,5,1,661,589,1250,0,2,0,3,1,3,8,1,4,1985.0,1,2,552,3,3,2,242,0,81,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
90,95.0,11345,4,4,3,5,5,1948,1950,4,567.0,3,3,3,1,3,220,708,928,4,1,928,992,1920,0,2,0,4,2,3,10,0,0,1948.0,1,2,400,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
60,69.0,12936,3,4,3,6,6,1972,1972,7,0.0,3,3,4,1,4,593,130,723,3,1,735,660,1395,0,1,1,3,1,3,6,1,3,1972.0,1,2,497,3,3,2,294,116,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
80,69.0,17871,3,4,3,6,5,1967,1976,7,359.0,3,4,3,3,5,528,1152,1680,2,1,1724,0,1724,1,1,1,3,1,3,7,1,4,1967.0,2,2,480,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60,75.0,9473,4,4,3,8,5,2002,2002,7,103.68526170798899,4,4,3,1,6,804,324,1128,5,1,1128,903,2031,1,2,1,3,1,4,7,1,4,2002.0,2,2,577,3,3,2,0,211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
50,60.0,7500,4,4,3,4,4,1920,1950,7,0.0,3,3,3,1,1,0,698,698,3,1,698,430,1128,0,1,0,2,1,3,6,0,0,1980.0,2,2,528,3,3,2,30,0,164,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20,67.0,9808,3,4,3,7,5,2002,2002,7,110.0,4,4,3,1,6,788,785,1573,5,1,1573,0,1573,1,2,0,3,1,4,6,0,0,2002.0,2,2,544,3,3,2,0,72,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
20,50.0,8049,3,4,3,7,5,1990,1990,7,54.0,3,4,3,1,5,1053,256,1309,3,1,1339,0,1339,1,2,0,2,1,3,6,1,3,1990.0,3,2,484,4,4,2,0,58,0,90,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,61.0,8800,3,4,3,5,7,1977,2008,7,0.0,3,4,3,2,2,532,364,1040,3,1,1040,0,1040,0,2,0,3,1,4,5,0,0,1977.0,1,2,484,3,3,2,0,0,0,288,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
90,94.0,9400,4,1,3,6,5,1971,1971,7,0.0,3,3,3,3,1,0,912,912,3,1,912,912,1824,0,2,2,4,2,3,8,0,0,1978.5061638868744,0,0,0,0,0,2,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50,50.0,9638,4,4,3,6,7,1919,1990,7,0.0,3,3,3,1,1,0,804,804,5,1,1699,748,2447,0,2,0,4,1,4,10,1,4,1969.0,1,1,336,3,3,2,272,0,42,116,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50,50.0,6000,4,4,3,6,6,1939,1950,7,0.0,3,3,3,1,1,0,780,780,5,1,825,587,1412,0,1,0,4,1,3,6,1,4,1939.0,1,1,280,3,3,2,45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20,69.0,9790,4,4,3,6,5,1963,1963,7,451.0,3,3,3,1,5,569,678,1328,3,1,1328,0,1328,1,1,1,3,1,3,6,2,4,1963.0,1,2,528,3,3,2,0,26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,69.0,36500,3,1,2,5,5,1964,1964,7,621.0,3,3,3,3,3,812,812,1624,2,1,1582,0,1582,0,2,0,4,1,3,7,0,0,1964.0,1,2,390,3,3,0,168,198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
120,40.0,5664,3,4,3,8,5,2000,2000,7,0.0,4,4,3,1,6,1158,343,1501,5,1,1659,0,1659,1,2,0,2,1,5,5,1,5,2000.0,3,2,499,3,3,2,212,59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
60,86.0,11065,3,4,3,8,5,2006,2006,7,788.0,4,4,3,2,1,0,1085,1085,5,1,1120,850,1970,0,2,1,3,1,5,8,1,4,2006.0,3,3,753,3,3,2,177,74,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
80,69.0,14112,3,4,3,5,7,1964,1964,7,86.0,3,3,3,3,6,1014,138,1152,3,1,1152,0,1152,1,1,0,3,1,3,6,1,4,1964.0,2,2,484,3,3,2,227,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
160,21.0,1680,4,4,3,5,7,1972,1972,7,268.0,3,3,3,1,5,231,399,630,3,1,630,672,1302,0,2,1,3,1,3,6,0,0,1972.0,1,1,264,3,3,2,185,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
70,60.0,6600,4,4,3,5,4,1892,1965,7,0.0,3,3,3,1,1,0,994,994,3,0,1378,994,2372,0,2,0,4,2,3,11,0,0,1985.0,2,1,432,3,3,2,0,287,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,78.0,10140,4,4,3,7,5,1976,1976,7,0.0,3,4,3,1,6,194,638,832,3,1,832,832,1664,0,2,1,4,1,3,8,1,3,1976.0,2,2,528,3,3,2,0,28,0,259,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20,60.0,8172,4,4,3,5,7,1955,1990,7,0.0,3,3,3,1,3,167,697,864,3,1,864,0,864,1,1,0,2,1,3,5,0,0,1957.0,1,2,572,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,70.0,8400,4,4,3,5,5,1968,1968,7,168.0,3,3,3,3,4,1016,36,1052,4,1,1052,0,1052,1,1,1,3,1,3,5,0,0,1968.0,2,1,288,3,3,2,356,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,80.0,8700,4,4,3,5,6,1963,1963,7,148.0,3,3,3,2,5,776,344,1120,4,1,1128,0,1128,1,2,0,3,1,3,6,0,0,1963.0,2,2,525,3,3,2,192,20,123,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
180,35.0,3675,4,4,3,6,5,2005,2006,7,82.0,3,4,3,4,6,547,0,547,4,1,1072,0,1072,1,2,0,2,1,3,5,0,0,2005.0,3,2,525,3,3,2,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
60,313.0,63887,1,3,3,10,5,2008,2008,8,796.0,5,5,3,4,6,5644,466,6110,5,1,4692,950,5642,2,2,1,3,1,5,12,3,4,2008.0,3,2,1418,3,3,2,214,292,0,0,480,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
20,75.0,7500,4,4,3,5,7,1959,1994,7,0.0,3,3,3,1,2,340,0,1246,5,1,1246,0,1246,1,1,1,3,1,4,6,0,0,1959.0,2,1,305,3,3,2,218,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
60,69.0,10762,3,4,3,7,5,1999,1999,7,344.0,4,4,3,1,6,694,284,978,5,1,1005,978,1983,0,2,1,3,1,4,9,1,3,1999.0,3,2,490,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
70,69.0,7500,3,3,3,6,7,1942,1950,7,0.0,3,3,3,1,4,547,224,771,2,1,753,741,1494,0,1,0,3,1,4,7,2,4,1942.0,1,1,213,3,3,1,0,0,0,224,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
60,92.0,10120,4,4,3,8,5,1994,1994,7,391.0,4,4,3,1,6,740,425,1165,5,1,1203,1323,2526,1,2,1,4,1,4,8,1,3,1994.0,2,3,844,3,3,2,309,78,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
20,73.0,8688,4,4,3,7,5,2005,2005,7,228.0,4,4,3,3,1,0,1616,1616,5,1,1616,0,1616,0,2,0,3,1,4,7,0,0,2005.0,2,3,834,3,3,2,208,59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
